Wall time,Step,Value
1582065821.4876976,2000,-5.410432815551758
1582065901.1437438,4000,-5.348318099975586
1582065978.4180007,6000,-3.666714668273926
1582066054.4722717,8000,-2.547933578491211
1582066131.6902807,10000,-1.4343010187149048
1582066210.7081618,12000,-0.3838362395763397
1582066288.7948403,14000,0.693236768245697
1582066367.0144188,16000,1.5087482929229736
1582066445.8205776,18000,2.0969669818878174
1582066529.1492436,20000,2.7645082473754883
1582066609.9784482,22000,3.0495355129241943
1582066691.1773868,24000,3.483652353286743
1582066772.9622898,26000,3.676888942718506
1582066853.7698946,28000,3.9914181232452393
1582066933.9689047,30000,4.001168251037598
1582067016.1168694,32000,4.150717258453369
1582067098.184832,34000,4.288745880126953
1582067177.0974839,36000,4.34077262878418
1582067259.0190542,38000,4.373114109039307
1582067341.405792,40000,4.511146068572998
1582067420.3421962,42000,4.602395057678223
1582067499.8255243,44000,4.633409023284912
1582067578.4395142,46000,4.672403335571289
1582067655.3219857,48000,4.692523956298828
1582067735.7628195,50000,4.695701599121094
1582067817.809671,52000,4.697390079498291
1582067897.0931072,54000,4.782208442687988
1582067976.4053743,56000,4.824676990509033
1582068059.5661476,58000,4.830933570861816
1582068144.2961283,60000,4.867137908935547
1582068229.98183,62000,4.947712421417236
1582068322.1498775,64000,4.923880100250244
1582068406.8341117,66000,4.953307628631592
1582068487.4689677,68000,5.033431529998779
1582068571.0237458,70000,5.030540466308594
1582068655.0492566,72000,4.8690972328186035
1582068750.4774597,74000,5.0681633949279785
1582068844.514019,76000,4.969479560852051
1582068937.7887661,78000,4.9473676681518555
1582069031.7458525,80000,5.02630090713501
1582069125.7378573,82000,5.025354385375977
1582069222.7107863,84000,4.439368724822998
1582069318.5624042,86000,4.027441501617432
1582069418.117144,88000,4.374905109405518
1582069521.6952062,90000,4.526358604431152
1582069624.8842044,92000,4.607082366943359
1582069730.9333189,94000,4.6948771476745605
1582069831.35708,96000,4.6749467849731445
1582069932.0563269,98000,4.805103778839111
1582070034.2670877,100000,4.8330888748168945
1582070131.7082253,102000,4.856907367706299
1582070233.7465398,104000,4.915085315704346
1582070331.564784,106000,4.939987659454346
1582070434.2723424,108000,4.942338466644287
1582070539.101933,110000,5.0441813468933105
1582070642.872559,112000,5.015496253967285
1582071219.0021143,114000,5.062961578369141
1582071304.1775267,116000,5.093879222869873
1582071393.497391,118000,5.008852958679199
1582071486.7174413,120000,5.044589042663574
1582071585.9535322,122000,5.026260852813721
1582071675.905654,124000,5.0143961906433105
1582071762.1651874,126000,5.099602699279785
1582071852.8521748,128000,5.114686012268066
1582071942.48385,130000,5.126762866973877
1582072029.8319085,132000,5.1264519691467285
1582072118.4682183,134000,5.1142578125
1582072204.7576056,136000,5.099081516265869
1582072290.0020108,138000,5.116802215576172
1582072376.9791682,140000,5.169192790985107
1582072461.169089,142000,5.152236461639404
1582072548.700747,144000,5.102198600769043
1582072632.3292563,146000,5.078282356262207
1582072715.6824355,148000,5.1098127365112305
1582072802.4554346,150000,5.156068801879883
1582072887.9649265,152000,5.1737213134765625
1582072980.3240662,154000,5.1954779624938965
1582073067.8204653,156000,5.220391750335693
1582073156.0038218,158000,5.133063793182373
1582073247.0503485,160000,5.179159641265869
1582073333.6843805,162000,5.1050801277160645
1582073417.5557525,164000,5.157330513000488
1582073502.4360101,166000,5.225015640258789
1582073584.0555692,168000,5.204301357269287
1582073664.84127,170000,5.202066421508789
1582073758.0429184,172000,5.256406784057617
1582073844.8472517,174000,5.161419868469238
1582073940.5116622,176000,5.144439220428467
1582074037.8259,178000,5.1994171142578125
1582074131.1449914,180000,5.184886932373047
1582074229.048646,182000,5.188849925994873
1582074325.6206386,184000,5.185271263122559
1582074421.092026,186000,5.193510055541992
1582074519.7810543,188000,5.2457733154296875
1582074617.0348756,190000,5.234652519226074
1582074717.7073307,192000,5.186342716217041
1582074813.0667067,194000,5.178009033203125
1582074898.28977,196000,5.2333478927612305
1582074990.8878472,198000,5.239533424377441
1582075087.6701188,200000,5.204061985015869
1582075178.9960988,202000,5.211277961730957
1582075272.379406,204000,5.219668865203857
1582075365.2877495,206000,5.227001667022705
1582075456.8010383,208000,5.194919109344482
1582075552.6928651,210000,5.246634006500244
1582075640.9730227,212000,5.203105449676514
1582075737.3647013,214000,5.273836135864258
1582075835.6123474,216000,5.274760723114014
1582075930.5457947,218000,5.191896438598633
1582076025.7978399,220000,5.247148513793945
1582076121.5094967,222000,5.209395408630371
1582076214.5048854,224000,5.140575408935547
1582076308.209566,226000,5.207359790802002
1582076395.7108214,228000,5.212737560272217
1582076490.7422714,230000,5.219273090362549
1582076582.8537986,232000,5.228577613830566
1582076675.7727416,234000,5.204863548278809
1582076767.6727047,236000,5.1810994148254395
1582076864.038686,238000,5.22938346862793
1582076962.180047,240000,5.195582389831543
1582077050.1835496,242000,5.21651554107666
1582077142.8015683,244000,5.203329086303711
1582077238.0802426,246000,5.189363956451416
1582077333.145198,248000,5.268252849578857
1582077431.8785813,250000,5.297289848327637
1582077525.3671458,252000,5.225282192230225
1582077621.6983442,254000,5.275890827178955
1582077715.6913571,256000,5.244717121124268
1582077809.8515556,258000,5.247101783752441
1582077906.9037325,260000,5.262938499450684
1582078001.1310399,262000,5.296563625335693
1582078088.05901,264000,5.269509792327881
1582078185.0037613,266000,5.257390975952148
1582078283.7745976,268000,5.268693923950195
1582078381.6637316,270000,5.299748420715332
1582078478.842582,272000,5.266129970550537
1582078575.7683823,274000,5.278702259063721
1582078667.6460292,276000,5.3212971687316895
1582078763.2714415,278000,5.299932956695557
1582078858.8632472,280000,5.204843997955322
1582078950.6222029,282000,5.307748794555664
1582079039.8301733,284000,5.273854732513428
1582079135.9455068,286000,5.26038122177124
1582079235.9251351,288000,5.290415287017822
1582079335.1905499,290000,5.298924446105957
1582079429.9453912,292000,5.252505779266357
1582079525.8123376,294000,5.33262825012207
1582079620.0784297,296000,5.285641670227051
1582079714.113024,298000,5.241860389709473
1582079813.1661294,300000,5.273986339569092
1582079908.328452,302000,5.3017120361328125
1582080002.3312678,304000,5.339569568634033
1582080093.7036004,306000,5.293428897857666
