Wall time,Step,Value
1582196811.4525967,10000,1.4465053081512451
1582197183.8334575,20000,0.7156312465667725
1582197504.5871994,28000,0.3676317632198334
1582197820.70038,36000,0.25894173979759216
1582198134.6309028,44000,0.23211351037025452
1582198533.271417,54000,0.23985102772712708
1582198855.928435,62000,0.2575753331184387
1582199183.1291125,70000,0.25821012258529663
1582199598.7545083,80000,0.24075594544410706
1582199929.4289203,88000,0.21028700470924377
1582204231.606368,96000,0.18519607186317444
1582204654.4755166,106000,0.14887183904647827
1582205025.2690964,114000,0.12919776141643524
1582206397.8813572,122000,0.12104566395282745
1582206788.2875345,130000,0.11090561002492905
1582207128.2761228,138000,0.10345745086669922
1582207548.9095466,148000,0.10074117034673691
1582207890.330489,156000,0.11556310951709747
1582208227.0846703,164000,0.09738188982009888
1582208567.1938343,172000,0.09087713807821274
1582208914.1160004,180000,0.09533651173114777
1582209334.7237499,190000,0.0973726287484169
1582209668.2824316,198000,0.10189082473516464
