Wall time,Step,Value
1581993828.7066684,2000,3.3672797679901123
1581993908.1395967,4000,3.3402717113494873
1581993992.3139272,6000,3.2665622234344482
1581994071.5793567,8000,3.1736092567443848
1581994150.7137563,10000,3.0448970794677734
1581994229.2852771,12000,2.9067485332489014
1581994308.837197,14000,2.7489449977874756
1581994389.7426505,16000,2.5789902210235596
1581994470.5967731,18000,2.524480104446411
1581994553.161579,20000,2.3189637660980225
1581994640.675818,22000,2.2669904232025146
1581994724.471781,24000,2.231976270675659
1581994806.203585,26000,2.095536708831787
1581994888.1699104,28000,2.1918716430664062
1581994972.9726355,30000,2.1243226528167725
1581995056.0093138,32000,2.029259204864502
1581995143.7919562,34000,2.154449701309204
1581995226.6984468,36000,2.1441354751586914
1581995309.902561,38000,1.9767881631851196
1581995395.174229,40000,2.159924030303955
1581995478.726399,42000,2.1229758262634277
1581995566.580533,44000,2.0077404975891113
1581995650.2167723,46000,1.9575430154800415
1581995730.5355291,48000,2.079193115234375
1581995813.869774,50000,1.9579721689224243
1581995896.1045196,52000,1.9331843852996826
1581995979.3566284,54000,1.905555009841919
1581996067.234426,56000,1.9139138460159302
1581996151.5321956,58000,1.8602238893508911
1581996235.1576536,60000,1.893730878829956
1581996317.410848,62000,1.9103410243988037
1581996401.106555,64000,1.8689701557159424
1581996483.2791345,66000,1.8469634056091309
1581996573.3096879,68000,1.8969643115997314
1581996658.1878514,70000,1.9091776609420776
1581996739.27309,72000,1.8839004039764404
1581996821.9266803,74000,1.823819875717163
1581996906.1790564,76000,1.9031565189361572
1581996994.1427126,78000,1.9441821575164795
1581997078.0785792,80000,1.8467161655426025
1581997161.0269358,82000,1.9729199409484863
1581997243.9231524,84000,1.9089771509170532
1581997326.9215603,86000,1.954634428024292
1581997414.8853483,88000,1.8484721183776855
1581997500.9446123,90000,1.887363314628601
1581997582.8324606,92000,1.8087347745895386
1581997665.8677688,94000,1.8741445541381836
1581997749.3975885,96000,1.8682780265808105
1581997833.0270343,98000,1.8864130973815918
1581997921.4352458,100000,1.863786220550537
1581998006.1426797,102000,1.8896337747573853
1581998089.3591692,104000,1.8682527542114258
1581998173.0020318,106000,1.7443212270736694
1581998257.106424,108000,1.775477409362793
1581998346.03426,110000,1.7122437953948975
1581998429.1740363,112000,1.7388266324996948
1581998513.0215971,114000,1.8008157014846802
1581998596.8658803,116000,1.750040888786316
1581998679.1523943,118000,1.7294847965240479
1581998763.6756365,120000,1.7766833305358887
1581998853.1050587,122000,1.7431262731552124
1581998936.885881,124000,1.6984301805496216
1581999021.5442147,126000,1.684823751449585
1581999105.977375,128000,1.6706252098083496
1581999189.7590742,130000,1.676108479499817
1581999277.3216736,132000,1.7739059925079346
1581999362.0270374,134000,1.7700469493865967
1581999445.9913313,136000,1.7939893007278442
1581999529.8745832,138000,1.8066540956497192
1581999614.3054948,140000,1.711524248123169
1581999701.1633701,142000,1.7265889644622803
1581999786.4222114,144000,1.7342736721038818
1581999869.7715983,146000,1.6572158336639404
1581999952.845307,148000,1.6645010709762573
1582000036.973205,150000,1.6842455863952637
1582000124.9379027,152000,1.7199558019638062
1582000207.894158,154000,1.7077480554580688
1582000292.7362478,156000,1.7427806854248047
1582000377.1769083,158000,1.705764651298523
1582000460.175657,160000,1.7334914207458496
1582000544.119883,162000,1.745161533355713
1582000632.4584382,164000,1.6973220109939575
1582000716.1706035,166000,1.6881541013717651
1582000800.6013858,168000,1.7068595886230469
1582000884.7455704,170000,1.6847392320632935
1582000973.3134577,172000,1.6791272163391113
1582001058.2785845,174000,1.7749074697494507
1582001142.2576225,176000,1.7199437618255615
1582001226.2106547,178000,1.7629717588424683
1582001313.3134646,180000,1.7741798162460327
1582001400.764583,182000,1.754962682723999
1582001486.1962924,184000,1.6910749673843384
1582001571.203094,186000,1.6880707740783691
1582001653.4707384,188000,1.7204880714416504
1582001738.042603,190000,1.786445140838623
1582001827.5408013,192000,1.6463648080825806
1582001911.2225525,194000,1.5710307359695435
1582001995.2551985,196000,1.696035385131836
1582002079.4274275,198000,1.6496118307113647
1582002164.1016502,200000,1.618617057800293
1582002248.7074077,202000,1.6368415355682373
1582002337.7375236,204000,1.735863208770752
1582002420.9793162,206000,1.7032533884048462
1582002505.8114662,208000,1.7019306421279907
1582002589.9123304,210000,1.6290010213851929
1582002677.2841165,212000,1.6693202257156372
1582002762.2014027,214000,1.6951910257339478
1582002845.235157,216000,1.6811769008636475
1582002928.7073734,218000,1.6314737796783447
1582003012.970518,220000,1.6129546165466309
1582003101.8604915,222000,1.617775797843933
1582003184.6927772,224000,1.5509804487228394
1582003269.2177467,226000,1.6665990352630615
1582003353.39765,228000,1.6012556552886963
1582003437.0492659,230000,1.630131721496582
1582003521.8848503,232000,1.6528112888336182
1582003609.8395116,234000,1.6065748929977417
1582003693.739279,236000,1.646847128868103
1582003778.3966997,238000,1.6483656167984009
1582003862.1517036,240000,1.603104829788208
1582003944.2043786,242000,1.6391665935516357
1582004033.9379938,244000,1.6175689697265625
1582004118.12009,246000,1.4745179414749146
1582004202.1529539,248000,1.5693837404251099
1582004288.0143998,250000,1.5818971395492554
1582004370.9384258,252000,1.633366584777832
1582004460.482658,254000,1.5799355506896973
1582004545.9202504,256000,1.5636358261108398
1582004628.7003596,258000,1.4736933708190918
1582004714.3398204,260000,1.5737402439117432
1582004797.9701552,262000,1.5738757848739624
1582004885.332388,264000,1.5266971588134766
1582004971.474264,266000,1.5675069093704224
1582005056.671548,268000,1.4147781133651733
1582005141.972597,270000,1.5423176288604736
1582005227.0975523,272000,1.5545462369918823
1582005314.6364858,274000,1.4779194593429565
1582005397.657505,276000,1.5469980239868164
1582005482.4013093,278000,1.5584805011749268
1582005566.5107143,280000,1.5309255123138428
1582005648.6787083,282000,1.5759755373001099
1582005737.1476,284000,1.548560380935669
1582005821.1042547,286000,1.5411875247955322
1582005905.393714,288000,1.4759156703948975
1582005990.733166,290000,1.5301926136016846
1582006074.114584,292000,1.4411925077438354
1582006162.3273623,294000,1.4814175367355347
1582006247.9963298,296000,1.486788034439087
1582006331.6435664,298000,1.4979205131530762
1582006417.5907235,300000,1.5241553783416748
1582006502.1985507,302000,1.4177511930465698
1582006589.8251765,304000,1.368983268737793
1582006675.4354107,306000,1.4693862199783325
1582006760.3484113,308000,1.4673502445220947
1582006845.164092,310000,1.471070408821106
