Wall time,Step,Value
1581946743.2750483,4000,1.34286367893219
1581946822.0067616,6000,0.719022274017334
1581946903.28854,8000,0.35929378867149353
1581946995.721473,10000,0.2993919253349304
1581947089.8283958,12000,0.2789704203605652
1581947184.6815362,14000,0.26808226108551025
1581947281.8243623,16000,0.2725277841091156
1581947378.7991788,18000,0.2729928195476532
1581947481.9495413,20000,0.24308285117149353
1581947580.995431,22000,0.20655085146427155
1581947681.1525197,24000,0.18948835134506226
1581947781.2186954,26000,0.15757793188095093
1581947882.3459446,28000,0.162753164768219
1581947984.4431248,30000,0.141097292304039
1581948083.6331868,32000,0.1477551907300949
1581948185.7551293,34000,0.1439514458179474
1581948287.2918065,36000,0.1567298173904419
1581948375.2032278,38000,0.15344800055027008
1581948461.1712716,40000,0.15187866985797882
1581948544.6795008,42000,0.15332354605197906
1581948629.1300285,44000,0.14515918493270874
1581948714.516307,46000,0.14749792218208313
1581948796.7368884,48000,0.13170191645622253
1581948880.6982093,50000,0.18658792972564697
1581948964.371099,52000,0.3986970782279968
1581949049.3037481,54000,0.22216349840164185
1581949131.580512,56000,0.14669039845466614
1581949214.479219,58000,0.16337212920188904
1581949297.4231193,60000,0.1520674228668213
1581949377.7405949,62000,0.16456708312034607
1581949463.140866,64000,0.13714250922203064
1581949550.000472,66000,0.14396418631076813
1581949635.1288116,68000,0.13779853284358978
1581949721.0480494,70000,0.12900632619857788
1581949811.6266878,72000,0.15049879252910614
1581949904.0553346,74000,0.15241578221321106
1581949988.1730037,76000,0.1593179851770401
1581950070.285235,78000,0.13860903680324554
1581950150.2969203,80000,0.1295957714319229
1581950229.5027044,82000,0.1606651395559311
1581950311.9596212,84000,0.16412201523780823
1581950391.1040885,86000,0.14820647239685059
1581950471.0553415,88000,0.14220872521400452
1581950551.802378,90000,0.11984890699386597
1581950629.6841326,92000,0.1345197558403015
1581950712.5810676,94000,0.12382091581821442
1581950792.8548992,96000,0.14149218797683716
1581950871.6822338,98000,0.13595333695411682
1581950951.9016976,100000,0.1299302577972412
1581951032.9427826,102000,0.1384413242340088
1581951114.191146,104000,0.12828895449638367
1581951194.5860837,106000,0.12413618713617325
1581951273.9935653,108000,0.12530481815338135
1581951353.8511138,110000,0.11244306713342667
1581951434.5829303,112000,0.1024850606918335
1581951516.293183,114000,0.11615071445703506
1581951595.5955265,116000,0.11329637467861176
1581951675.5835464,118000,0.11117101460695267
1581951754.2758887,120000,0.13224153220653534
1581951830.239702,122000,0.37392494082450867
1581951908.8785496,124000,0.3653663694858551
1581951984.673579,126000,0.18269769847393036
1581952060.8308468,128000,0.14011111855506897
1581952137.4038088,130000,0.12791232764720917
1581952213.6654518,132000,0.1375245451927185
1581952290.0211585,134000,0.11904290318489075
1581952368.5456011,136000,0.13074111938476562
1581952445.5129845,138000,0.1290149688720703
1581952522.5467484,140000,0.10939238965511322
1581952601.3874903,142000,0.11242148280143738
1581952679.9642076,144000,0.11416593939065933
1581952758.7258043,146000,0.10748808830976486
1581952839.4871287,148000,0.11222396790981293
1581952920.9381964,150000,0.11188783496618271
1581952999.4516716,152000,0.10275367647409439
1581953078.0185654,154000,0.11397247016429901
1581953159.4139001,156000,0.10166721045970917
1581953240.713096,158000,0.10146316885948181
1581953320.408749,160000,0.09954021871089935
1581953399.1136472,162000,0.1109776422381401
1581953479.4847803,164000,0.10056948661804199
1581953558.9378352,166000,0.10007175803184509
1581953641.8627956,168000,0.11867012083530426
1581953721.915541,170000,0.1014774739742279
1581953800.7800992,172000,0.10342779010534286
1581953882.5778296,174000,0.10049006342887878
1581953961.9914153,176000,0.10575439780950546
1581954042.173013,178000,0.106447733938694
1581954125.9848025,180000,0.1089058369398117
1581954204.8626876,182000,0.11570287495851517
1581954286.0524633,184000,0.12010009586811066
1581954367.0891912,186000,0.47150376439094543
1581954448.0121017,188000,0.24144577980041504
1581954527.2302513,190000,0.10114999115467072
1581954606.5876164,192000,0.07960938662290573
1581954685.8832676,194000,0.07259944826364517
1581954764.5611217,196000,0.10208383202552795
1581954845.4517531,198000,0.09572570025920868
1581954927.7157326,200000,0.09382398426532745
1581955006.3075392,202000,0.09522353112697601
1581955086.1604333,204000,0.10258559882640839
1581955165.785952,206000,0.09672893583774567
1581955244.6932352,208000,0.10686217993497849
1581955327.1797705,210000,0.107932448387146
1581955406.7161574,212000,0.09846390783786774
1581955485.9115484,214000,0.09110134840011597
1581955566.4903493,216000,0.08133445680141449
1581955646.1122375,218000,0.1042376458644867
1581955727.1729572,220000,0.09438172727823257
1581955805.9474065,222000,0.09828931093215942
1581955885.6099713,224000,0.09574534744024277
1581955964.3852904,226000,0.08594578504562378
1581956044.3053706,228000,0.09043455123901367
1581956125.3021977,230000,0.12087317556142807
1581956205.3234582,232000,0.09342256188392639
1581956286.0425274,234000,0.0928926020860672
1581956366.2585306,236000,0.10109294950962067
1581956444.5978315,238000,0.09841880202293396
1581956525.493256,240000,0.09616681188344955
1581956606.9989605,242000,0.0926477462053299
1581956685.5508153,244000,0.0945439264178276
1581956766.722159,246000,0.09572486579418182
1581956846.4731135,248000,0.08574580401182175
1581956927.042778,250000,0.08798918128013611
1581957009.1523457,252000,0.09064088016748428
1581957088.661276,254000,0.09001460671424866
1581957168.0867612,256000,0.08987072110176086
1581957249.3172367,258000,0.10373948514461517
1581957328.93012,260000,0.08793023228645325
1581957410.5163934,262000,0.10788062959909439
1581957490.8577163,264000,0.08301562815904617
1581957569.7915018,266000,0.08285053074359894
1581957649.5090373,268000,0.08346828818321228
1581957731.1424303,270000,0.09634653478860855
1581957811.6740735,272000,0.08308275043964386
1581957891.3897648,274000,0.08912451565265656
1581957972.3537538,276000,0.09610448777675629
1581958052.0634913,278000,0.090213343501091
1581958133.0028286,280000,0.08489492535591125
1581958214.92178,282000,0.09884391725063324
1581958293.7685063,284000,0.0922042578458786
1581958373.4458568,286000,0.08896280825138092
1581958454.2951186,288000,0.09456169605255127
1581958533.799106,290000,0.08542069792747498
1581958616.2059815,292000,0.0829625129699707
1581958695.7201405,294000,0.07823392748832703
1581958775.3198147,296000,0.08153843879699707
1581958856.4732876,298000,0.07891350984573364
1581958936.567517,300000,0.07835667580366135
1581959017.754725,302000,0.0863063782453537
1581959099.907652,304000,0.09659110009670258
1581959179.554351,306000,0.09313181042671204
1581959258.756781,308000,0.09183120727539062
1581959339.9837422,310000,0.10912799835205078
1581959421.8171473,312000,0.09852887690067291
1581959503.6873093,314000,0.09409033507108688
