Wall time,Step,Value
1581937257.0453458,2000,3.367293357849121
1581937335.7388282,4000,3.337409257888794
1581937421.7451444,6000,3.256500720977783
1581937504.7680783,8000,3.1428940296173096
1581937587.4402997,10000,3.003025770187378
1581937667.0676231,12000,2.8555216789245605
1581937747.3267527,14000,2.7149038314819336
1581937829.8608177,16000,2.602145195007324
1581937912.2974956,18000,2.4382991790771484
1581937995.6469924,20000,2.2779011726379395
1581938081.0016048,22000,2.3091790676116943
1581938168.7522748,24000,2.200530529022217
1581938256.4986484,26000,2.137993335723877
1581938345.448684,28000,2.094745635986328
1581938435.245239,30000,2.032496690750122
1581938521.177145,32000,1.9972440004348755
1581938608.31195,34000,2.066403865814209
1581938696.6013632,36000,2.0228426456451416
1581938788.4880872,38000,1.9126155376434326
1581938876.636071,40000,1.9442508220672607
1581938965.1033347,42000,2.0157361030578613
1581939054.4648836,44000,1.940393328666687
1581939143.3835819,46000,1.8415272235870361
1581939234.0802639,48000,1.8365731239318848
1581939334.2832863,50000,2.0515310764312744
1581939425.9593892,52000,1.809455394744873
1581939516.9108348,54000,1.7537826299667358
1581939609.8697226,56000,1.7230287790298462
1581939697.4581244,58000,1.649889349937439
1581939782.87801,60000,1.6175888776779175
1581939870.5197208,62000,1.706894874572754
1581939959.7070098,64000,1.8095340728759766
1581940053.4629488,66000,2.1134183406829834
1581940152.1367583,68000,2.0140979290008545
1581940248.9454582,70000,1.9544397592544556
1581940340.529639,72000,1.9211151599884033
1581940434.5856242,74000,1.8507091999053955
1581940527.3218179,76000,1.8441002368927002
1581940615.3087354,78000,1.7963923215866089
1581940701.7223582,80000,1.8006447553634644
1581940783.1386478,82000,1.8230897188186646
1581940868.2105784,84000,1.81397545337677
1581940952.8217883,86000,1.7269141674041748
1581941036.7285383,88000,1.7902745008468628
1581941124.6911101,90000,1.79578697681427
1581941208.0389502,92000,1.676980972290039
1581941291.4395847,94000,1.7188621759414673
1581941377.6386359,96000,1.7850356101989746
1581941466.495298,98000,1.7452857494354248
1581941546.6559436,100000,1.7194738388061523
1581941630.4728467,102000,1.6824969053268433
1581941710.9869092,104000,1.6939637660980225
1581941794.3494284,106000,1.691105842590332
1581941878.2773874,108000,1.8021327257156372
1581941967.2323184,110000,1.718428611755371
1581942054.2895808,112000,1.7185298204421997
1581942140.2057683,114000,1.733014702796936
1581942227.5543585,116000,1.636195182800293
1581942313.4833646,118000,1.6494858264923096
1581942399.2464979,120000,1.6662672758102417
1581942485.7942812,122000,1.6198431253433228
1581942568.0161054,124000,1.5732818841934204
1581942652.5998707,126000,1.6298249959945679
1581942739.98103,128000,1.578242301940918
1581942822.6707575,130000,1.5727912187576294
1581942908.6039774,132000,1.6130313873291016
1581942995.109594,134000,1.580457091331482
1581943083.0595417,136000,1.6337344646453857
1581943169.1101124,138000,1.6537730693817139
1581943257.9827917,140000,1.6506162881851196
1581943346.3493977,142000,1.6660423278808594
1581943434.644873,144000,1.669630527496338
1581943516.940677,146000,1.7080479860305786
1581943599.6096191,148000,1.7251865863800049
1581943683.9855216,150000,1.6585694551467896
1581943765.742848,152000,1.6573113203048706
1581943850.3632734,154000,1.685085415840149
1581943931.7287657,156000,1.6853604316711426
1581944013.7604518,158000,1.7617892026901245
1581944096.6286156,160000,1.7243326902389526
1581944181.0496233,162000,1.591355323791504
1581944266.623105,164000,1.588180422782898
1581944348.9221096,166000,1.6289840936660767
1581944433.4645321,168000,1.7235749959945679
1581944517.0821986,170000,1.84160578250885
1581944600.4276972,172000,1.807076096534729
1581944681.5743902,174000,1.7282541990280151
1581944761.268341,176000,1.6627027988433838
1581944843.7467122,178000,1.7120800018310547
1581944928.7108264,180000,1.681918978691101
1581945013.1794622,182000,1.604963779449463
1581945097.914266,184000,1.6433180570602417
1581945181.1846008,186000,1.5753601789474487
1581945263.336144,188000,1.572840690612793
1581945347.988197,190000,1.662048101425171
1581945436.9906387,192000,1.6483672857284546
1581945521.4929147,194000,1.6318684816360474
1581945606.8397326,196000,1.7175863981246948
1581945692.068996,198000,1.6780080795288086
1581945778.6792908,200000,1.6777091026306152
1581945863.8181133,202000,1.6932674646377563
1581945946.0582066,204000,1.614482045173645
1581946028.3523214,206000,1.6112819910049438
1581946116.130664,208000,1.6422760486602783
1581946206.3146377,210000,1.6461968421936035
1581946294.9724188,212000,1.6542075872421265
